trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
3,Eve_0.75_Noise_0.10,1000,511,0.511,102,0.17647058823529413,0.19765166340508805,18,101,0,0,0,0,0.0,0.0,False,False,False,242,0.15702479338842976,269,0.2342007434944238,0.11464315184549347,0.261782676602218
4,Eve_0.75_Noise_0.10,1000,504,0.504,101,0.2079207920792079,0.2400793650793651,21,121,0,0,0,0,0.0,0.0,False,False,False,246,0.21544715447154472,258,0.26356589147286824,0.14020802862382942,0.29703749749093805
0,Eve_0.75_Noise_0.15,1000,511,0.511,102,0.22549019607843138,0.2583170254403131,23,132,0,0,0,0,0.0,0.0,False,False,False,245,0.2612244897959184,266,0.2556390977443609,0.15521692835323753,0.31568983517815397
1,Eve_0.75_Noise_0.15,1000,505,0.505,101,0.22772277227722773,0.2396039603960396,23,121,0,0,0,0,0.0,0.0,False,False,False,258,0.22868217054263565,247,0.25101214574898784,0.1568082705601503,0.31859010124175163
2,Eve_0.75_Noise_0.15,1000,496,0.496,99,0.1919191919191919,0.2399193548387097,19,119,0,0,0,0,0.0,0.0,False,False,False,217,0.2350230414746544,279,0.24372759856630824,0.1264503932119148,0.28040360614300913
3,Eve_0.75_Noise_0.15,1000,516,0.516,103,0.24271844660194175,0.23255813953488372,25,120,0,0,0,0,0.0,0.0,False,False,False,271,0.25830258302583026,245,0.20408163265306123,0.17015036749176593,0.3337875178103541
4,Eve_0.75_Noise_0.15,1000,506,0.506,101,0.25742574257425743,0.2391304347826087,26,121,0,0,0,0,0.0,0.0,False,False,False,257,0.19455252918287938,249,0.285140562248996,0.1821524234251967,0.3504752169074069
0,Eve_0.75_Noise_0.20,1000,506,0.506,101,0.24752475247524752,0.21739130434782608,25,110,0,0,0,0,0.0,0.0,False,False,False,228,0.2236842105263158,278,0.21223021582733814,0.17364843078641157,0.33990278670262475
1,Eve_0.75_Noise_0.20,1000,510,0.51,102,0.20588235294117646,0.22745098039215686,21,116,0,0,0,0,0.0,0.0,False,False,False,244,0.22950819672131148,266,0.22556390977443608,0.13878889510825387,0.2943254943896656
2,Eve_0.75_Noise_0.20,1000,489,0.489,98,0.19387755102040816,0.23517382413087934,19,115,0,0,0,0,0.0,0.0,False,False,False,228,0.25877192982456143,261,0.21455938697318008,0.12778072974537735,0.2830682437985087
3,Eve_0.75_Noise_0.20,1000,499,0.499,100,0.22,0.23446893787575152,22,117,0,0,0,0,0.0,0.0,False,False,False,256,0.22265625,243,0.24691358024691357,0.150012823846054,0.31070353514985793
4,Eve_0.75_Noise_0.20,1000,500,0.5,100,0.24,0.258,24,129,0,0,0,0,0.0,0.0,False,False,False,251,0.2788844621513944,249,0.23694779116465864,0.16691325556948772,0.33232336349814473
0,Eve_1.00_Noise_0.00,1000,511,0.511,102,0.19607843137254902,0.23679060665362034,20,121,0,0,0,0,0.0,0.0,False,False,False,261,0.23754789272030652,250,0.236,0.13067067683868222,0.28354752564250124
1,Eve_1.00_Noise_0.00,1000,495,0.495,99,0.23232323232323232,0.22828282828282828,23,113,0,0,0,0,0.0,0.0,False,False,False,242,0.2603305785123967,253,0.1976284584980237,0.16009113599176228,0.3245525027920242
2,Eve_1.00_Noise_0.00,1000,492,0.492,98,0.24489795918367346,0.23170731707317074,24,114,0,0,0,0,0.0,0.0,False,False,False,235,0.2425531914893617,257,0.22178988326848248,0.17044970160914977,0.3385911096774219
3,Eve_1.00_Noise_0.00,1000,479,0.479,96,0.22916666666666666,0.2567849686847599,22,123,0,0,0,0,0.0,0.0,False,False,False,234,0.24786324786324787,245,0.2653061224489796,0.1564891714560027,0.3226851053002383
